#,sireName,arch,foals,runs,wins,wps,win%,wps%, fees , winnings , profit , roi ,graded_wins
901,Knock Out,RTS,12,253,48,142,19.0%,56.1%," 163,080 "," 145,563 ","-17,517 ",-0.11 ,0
902,Ethiopia,RTF,49,1418,207,556,14.6%,39.2%," 2,000,001 "," 1,784,968 ","-215,033 ",-0.11 ,0
903,Hamster Wheel,RDF,5,69,12,27,17.4%,39.1%," 72,100 "," 64,343 ","-7,757 ",-0.11 ,0
904,Cruzin,RTF,13,24,5,7,20.8%,29.2%," 15,705 "," 14,014 ","-1,691 ",-0.11 ,0
905,Scouse Lemo,LDS,48,290,50,153,17.2%,52.8%," 240,625 "," 214,635 ","-25,990 ",-0.11 ,0
906,Coconut Pete,RDF,31,387,52,158,13.4%,40.8%," 451,575 "," 402,784 ","-48,791 ",-0.11 ,0
907,Massive,LDF,10,174,34,82,19.5%,47.1%," 228,576 "," 203,838 ","-24,738 ",-0.11 ,0
908,Freckles,LDS,120,2117,280,834,13.2%,39.4%," 5,002,473 "," 4,461,011 ","-541,462 ",-0.11 ,30
909,Untidy,RDF,97,1343,155,492,11.5%,36.6%," 2,230,356 "," 1,987,029 ","-243,327 ",-0.11 ,0
910,Dreamtime,RDF,133,2002,265,784,13.2%,39.2%," 3,222,710 "," 2,870,772 ","-351,938 ",-0.11 ,4
911,Kalahari King,RDF,12,89,8,34,9.0%,38.2%," 83,060 "," 73,983 ","-9,077 ",-0.11 ,0
912,Aldebaran,LDF,55,1663,254,730,15.3%,43.9%," 2,656,516 "," 2,365,758 ","-290,758 ",-0.11 ,0
913,Bag of Tunes,RDF,23,310,44,133,14.2%,42.9%," 644,320 "," 573,743 ","-70,577 ",-0.11 ,3
914,Eccles Cake,LDS,9,87,12,39,13.8%,44.8%," 61,570 "," 54,823 ","-6,747 ",-0.11 ,0
915,Flash Lightning,LDF,9,61,10,26,16.4%,42.6%," 73,920 "," 65,808 ","-8,112 ",-0.11 ,0
916,Night Stalker,LDF,54,537,106,258,19.7%,48.0%," 533,215 "," 474,680 ","-58,535 ",-0.11 ,0
917,Turn of Grace,LTS,8,11,2,7,18.2%,63.6%," 12,245 "," 10,900 ","-1,345 ",-0.11 ,0
918,Too Much Tempo,LDF,118,1094,156,442,14.3%,40.4%," 1,855,840 "," 1,652,010 ","-203,830 ",-0.11 ,6
919,Zeus,RDF,266,5428,684,2089,12.6%,38.5%," 14,622,509 "," 13,014,485 ","-1,608,025 ",-0.11 ,86
920,Jaja Ding Dong,LDS,130,3190,432,1278,13.5%,40.1%," 7,938,789 "," 7,063,412 ","-875,377 ",-0.11 ,32
921,Bluefire,RDS,104,1201,193,574,16.1%,47.8%," 1,358,723 "," 1,207,897 ","-150,826 ",-0.11 ,0
922,Mo Bhuachaill Álainn,LTS,106,943,122,371,12.9%,39.3%," 1,493,942 "," 1,327,788 ","-166,154 ",-0.11 ,8
923,Mithril Scimitar,LDS,10,75,12,36,16.0%,48.0%," 55,930 "," 49,691 ","-6,239 ",-0.11 ,0
924,Electric Buzz,RTF,12,36,5,10,13.9%,27.8%," 55,550 "," 49,343 ","-6,207 ",-0.11 ,1
925,Heavy Rain,LDS,17,201,26,93,12.9%,46.3%," 340,925 "," 302,820 ","-38,105 ",-0.11 ,0
926,Fever Dog,RTS,14,107,14,37,13.1%,34.6%," 86,520 "," 76,838 ","-9,682 ",-0.11 ,0
927,Tatanka,LDS,46,1717,248,708,14.4%,41.2%," 2,701,934 "," 2,398,927 ","-303,007 ",-0.11 ,0
928,Hasbullah,LDS,9,60,10,26,16.7%,43.3%," 115,095 "," 102,166 ","-12,929 ",-0.11 ,2
929,Stanton Light,LDF,7,101,12,35,11.9%,34.7%," 106,447 "," 94,469 ","-11,978 ",-0.11 ,1
930,Quantum Chaos,RTF,100,1021,145,403,14.2%,39.5%," 1,172,101 "," 1,040,149 ","-131,952 ",-0.11 ,0
931,Slim Reaper,RDF,19,276,64,182,23.2%,65.9%," 413,448 "," 366,790 ","-46,658 ",-0.11 ,0
932,Zen Master,LDF,36,315,49,125,15.6%,39.7%," 467,700 "," 414,909 ","-52,791 ",-0.11 ,0
933,BIG RUSS,LTS,6,51,6,22,11.8%,43.1%," 55,070 "," 48,849 ","-6,221 ",-0.11 ,0
934,Reign of David,RDF,18,194,17,68,8.8%,35.1%," 123,035 "," 109,120 ","-13,915 ",-0.11 ,0
935,Reinhard Käsefuß,RTS,9,92,16,47,17.4%,51.1%," 65,665 "," 58,227 ","-7,438 ",-0.11 ,0
936,Booster,LTS,31,195,26,91,13.3%,46.7%," 260,866 "," 231,134 ","-29,732 ",-0.11 ,0
937,Nothing to Learn,RTS,21,199,40,89,20.1%,44.7%," 220,031 "," 194,896 ","-25,135 ",-0.11 ,0
938,Snapback,RDF,5,22,1,9,4.5%,40.9%," 10,040 "," 8,884 ","-1,156 ",-0.12 ,0
939,Turbulence,RDF,17,110,19,59,17.3%,53.6%," 121,040 "," 107,085 ","-13,955 ",-0.12 ,0
940,Captain Love,LDF,5,58,8,25,13.8%,43.1%," 43,130 "," 38,155 ","-4,975 ",-0.12 ,0
941,Queso,LDS,54,633,102,269,16.1%,42.5%," 1,846,855 "," 1,633,174 ","-213,681 ",-0.12 ,24
942,Timeless,RTF,68,1398,175,523,12.5%,37.4%," 1,550,248 "," 1,370,388 ","-179,860 ",-0.12 ,0
943,Duke Nukem,LDF,5,61,10,28,16.4%,45.9%," 50,310 "," 44,467 ","-5,843 ",-0.12 ,0
944,Kimura,RTF,19,176,22,74,12.5%,42.0%," 173,925 "," 153,718 ","-20,207 ",-0.12 ,0
945,Chicken Hawk,LDS,122,1493,230,647,15.4%,43.3%," 3,122,355 "," 2,759,456 ","-362,899 ",-0.12 ,23
946,Gallows Humor,LDS,13,68,8,27,11.8%,39.7%," 54,185 "," 47,876 ","-6,309 ",-0.12 ,0
947,Central Avenue,RDF,10,118,18,53,15.3%,44.9%," 131,715 "," 116,376 ","-15,339 ",-0.12 ,0
948,Lizarazu will Sail,RDF,6,91,11,31,12.1%,34.1%," 141,804 "," 125,239 ","-16,565 ",-0.12 ,0
949,Secret Status,RDF,5,80,11,37,13.8%,46.3%," 140,905 "," 124,425 ","-16,480 ",-0.12 ,0
950,Harry Potter,RTS,74,831,103,302,12.4%,36.3%," 1,345,155 "," 1,186,865 ","-158,290 ",-0.12 ,9
951,Bottled Lightning,RDF,33,383,53,138,13.8%,36.0%," 568,378 "," 501,439 ","-66,939 ",-0.12 ,1
952,Loggerhead Wally,LDS,17,110,11,37,10.0%,33.6%," 126,145 "," 111,228 ","-14,917 ",-0.12 ,0
953,Schroedinger,LTS,34,472,72,218,15.3%,46.2%," 811,920 "," 715,570 ","-96,350 ",-0.12 ,4
954,Mohawk Afternoon,RDS,20,150,26,85,17.3%,56.7%," 211,870 "," 186,667 ","-25,203 ",-0.12 ,0
955,Frank Castle,RTF,149,2469,332,985,13.4%,39.9%," 3,773,375 "," 3,324,063 ","-449,312 ",-0.12 ,10
956,Lucky Zeus,RTF,9,97,19,37,19.6%,38.1%," 81,055 "," 71,402 ","-9,653 ",-0.12 ,0
957,Tourte,RTS,9,67,13,28,19.4%,41.8%," 75,445 "," 66,449 ","-8,996 ",-0.12 ,0
958,Neptune,LTS,222,5266,864,2438,16.4%,46.3%," 8,203,660 "," 7,225,272 ","-978,388 ",-0.12 ,2
959,Something Light,RTF,52,559,67,187,12.0%,33.5%," 561,440 "," 494,362 ","-67,078 ",-0.12 ,1
960,Peripheral Vision,LTS,8,78,11,33,14.1%,42.3%," 97,400 "," 85,759 ","-11,641 ",-0.12 ,0
961,Luka StepBack,RDS,8,24,3,8,12.5%,33.3%," 29,695 "," 26,146 ","-3,549 ",-0.12 ,0
962,24 and 3,#N/A,11,63,9,30,14.3%,47.6%," 31,445 "," 27,681 ","-3,764 ",-0.12 ,0
963,Brian,LDF,34,260,44,123,16.9%,47.3%," 305,535 "," 268,892 ","-36,643 ",-0.12 ,0
964,Soviet Storm,RTS,51,553,73,220,13.2%,39.8%," 744,645 "," 655,205 ","-89,440 ",-0.12 ,0
965,Fast Galaxy,RTS,16,158,26,77,16.5%,48.7%," 144,650 "," 127,252 ","-17,398 ",-0.12 ,0
966,Cannoli,LDS,8,167,17,80,10.2%,47.9%," 227,791 "," 200,331 ","-27,460 ",-0.12 ,0
967,Millions,LDS,10,108,18,44,16.7%,40.7%," 97,180 "," 85,463 ","-11,717 ",-0.12 ,0
968,Bloodmoon,LTS,144,3695,511,1552,13.8%,42.0%," 9,482,277 "," 8,337,801 ","-1,144,476 ",-0.12 ,43
969,Area 41,RTS,5,54,7,29,13.0%,53.7%," 102,150 "," 89,804 ","-12,346 ",-0.12 ,0
970,Sound Of Silence,LDS,20,307,59,135,19.2%,44.0%," 276,545 "," 243,121 ","-33,424 ",-0.12 ,0
971,Know Your Judo Well,LDF,32,369,58,146,15.7%,39.6%," 571,805 "," 502,567 ","-69,238 ",-0.12 ,1
972,Where Are You,RTF,57,405,66,151,16.3%,37.3%," 391,785 "," 344,343 ","-47,442 ",-0.12 ,0
973,Tres Leches,RTS,155,3418,400,1257,11.7%,36.8%," 11,362,776 "," 9,985,560 ","-1,377,216 ",-0.12 ,70
974,'Bullish',LDF,48,1023,118,368,11.5%,36.0%," 3,229,257 "," 2,837,633 ","-391,624 ",-0.12 ,41
975,The Gimp,LTS,7,90,15,45,16.7%,50.0%," 98,200 "," 86,283 ","-11,917 ",-0.12 ,0
976,Purple Patches,LDF,15,282,42,130,14.9%,46.1%," 314,710 "," 276,402 ","-38,308 ",-0.12 ,0
977,Dustine the Wind,RDF,50,489,64,171,13.1%,35.0%," 530,105 "," 465,434 ","-64,671 ",-0.12 ,0
978,Pure Blooded,RTF,20,228,28,94,12.3%,41.2%," 475,070 "," 416,897 ","-58,173 ",-0.12 ,2
979,At All Costs,LDF,18,145,15,51,10.3%,35.2%," 310,250 "," 272,228 ","-38,022 ",-0.12 ,1
980,Mohawk,RDF,24,247,25,78,10.1%,31.6%," 494,565 "," 433,917 ","-60,648 ",-0.12 ,2
981,Trojan,RTF,9,74,10,24,13.5%,32.4%," 66,245 "," 58,104 ","-8,141 ",-0.12 ,0
982,Onslaught,RTF,104,1506,175,556,11.6%,36.9%," 2,351,625 "," 2,061,965 ","-289,660 ",-0.12 ,2
983,Hercules,LDF,99,1932,222,724,11.5%,37.5%," 3,809,591 "," 3,339,179 ","-470,412 ",-0.12 ,4
984,Levitate,RDF,7,54,5,26,9.3%,48.1%," 43,160 "," 37,820 ","-5,340 ",-0.12 ,0
985,Jiren,RTS,13,109,16,41,14.7%,37.6%," 138,955 "," 121,749 ","-17,206 ",-0.12 ,0
986,High Tide,RDS,26,528,90,245,17.0%,46.4%," 572,110 "," 501,214 ","-70,896 ",-0.12 ,0
987,Stylish Stud #3283,#N/A,6,403,61,191,15.1%,47.4%," 690,498 "," 604,854 ","-85,644 ",-0.12 ,2
988,Mr Cringle,LDS,48,538,77,235,14.3%,43.7%," 638,880 "," 559,431 ","-79,449 ",-0.12 ,0
989,Lollybones Z,RTF,5,82,7,24,8.5%,29.3%," 123,845 "," 108,421 ","-15,424 ",-0.12 ,0
990,Irish Goodbye,LDF,12,65,10,34,15.4%,52.3%," 71,530 "," 62,621 ","-8,909 ",-0.12 ,0
991,Kukulkan,LDF,6,24,3,7,12.5%,29.2%," 61,460 "," 53,803 ","-7,657 ",-0.12 ,0
992,Execute,LDS,5,44,5,17,11.4%,38.6%," 30,085 "," 26,335 ","-3,750 ",-0.12 ,0
993,Better Than Money,RTF,120,1216,187,548,15.4%,45.1%," 1,392,192 "," 1,218,515 ","-173,677 ",-0.12 ,1
994,Kemosabe,LDS,61,809,110,334,13.6%,41.3%," 1,413,570 "," 1,237,223 ","-176,347 ",-0.12 ,1
995,Mercury,RTF,176,4106,517,1541,12.6%,37.5%," 11,509,507 "," 10,072,819 ","-1,436,688 ",-0.12 ,29
996,King Dracarys,RDF,5,18,1,7,5.6%,38.9%," 10,200 "," 8,923 ","-1,277 ",-0.13 ,0
997,Color Me The Gunman,RTS,120,1380,214,641,15.5%,46.4%," 2,153,965 "," 1,884,284 ","-269,681 ",-0.13 ,8
998,King's Coronation,LDF,20,325,33,110,10.2%,33.8%," 382,895 "," 334,776 ","-48,119 ",-0.13 ,1
999,Cossack,RTF,151,3603,399,1339,11.1%,37.2%," 7,283,327 "," 6,367,975 ","-915,352 ",-0.13 ,7
1000,Light Foot,RTF,51,609,84,231,13.8%,37.9%," 635,368 "," 555,351 ","-80,017 ",-0.13 ,0
1001,Spee-Dee,RTF,32,220,29,83,13.2%,37.7%," 413,790 "," 361,664 ","-52,126 ",-0.13 ,1
1002,Isha,RDF,15,96,10,34,10.4%,35.4%," 69,895 "," 61,086 ","-8,809 ",-0.13 ,0
1003,Michael Ginsberg,RTF,27,282,31,102,11.0%,36.2%," 328,670 "," 287,195 ","-41,475 ",-0.13 ,0
1004,Elvis,LDS,317,5265,672,1987,12.8%,37.7%," 18,329,158 "," 16,010,429 ","-2,318,729 ",-0.13 ,123
1005,Thuggish Tendencies,LDF,34,314,41,114,13.1%,36.3%," 447,085 "," 390,499 ","-56,586 ",-0.13 ,3
1006,Skin in the Game,RTS,6,100,18,57,18.0%,57.0%," 81,535 "," 71,166 ","-10,369 ",-0.13 ,0
1007,Bear Voltaire,LDF,5,8,2,4,25.0%,50.0%," 6,790 "," 5,926 ",-864 ,-0.13 ,0
1008,Sicillian Mafia,LDF,77,1130,142,440,12.6%,38.9%," 1,859,957 "," 1,623,285 ","-236,672 ",-0.13 ,2
1009,Hipster Doofus,RTS,15,165,21,66,12.7%,40.0%," 178,575 "," 155,829 ","-22,746 ",-0.13 ,0
1010,El Exterminador,LDS,9,160,26,65,16.3%,40.6%," 117,740 "," 102,742 ","-14,998 ",-0.13 ,0
1011,Repeater,LDF,55,652,86,244,13.2%,37.4%," 943,180 "," 822,993 ","-120,187 ",-0.13 ,1
1012,Mato,LDF,20,205,35,90,17.1%,43.9%," 255,800 "," 223,169 ","-32,631 ",-0.13 ,0
1013,Lil Privy,RTS,5,45,5,20,11.1%,44.4%," 34,925 "," 30,435 ","-4,490 ",-0.13 ,0
1014,Lord Strange,LDS,258,7284,975,2825,13.4%,38.8%," 11,536,184 "," 10,052,498 ","-1,483,686 ",-0.13 ,8
1015,Firebrand,RTF,49,388,46,138,11.9%,35.6%," 550,405 "," 479,572 ","-70,833 ",-0.13 ,0
1016,Squanto,RDF,9,244,31,86,12.7%,35.2%," 321,381 "," 279,801 ","-41,580 ",-0.13 ,0
1017,Jupuary,RTF,16,186,24,70,12.9%,37.6%," 198,630 "," 172,886 ","-25,744 ",-0.13 ,0
1018,DJ Harmony,LDS,7,32,3,10,9.4%,31.3%," 16,575 "," 14,423 ","-2,152 ",-0.13 ,0
1019,Click On Me,RTF,97,534,62,193,11.6%,36.1%," 970,370 "," 843,587 ","-126,783 ",-0.13 ,0
1020,Mercury Healing,RDS,24,318,55,149,17.3%,46.9%," 366,625 "," 318,675 ","-47,950 ",-0.13 ,0
1021,Magellan,LTS,12,114,23,65,20.2%,57.0%," 102,290 "," 88,907 ","-13,383 ",-0.13 ,0
1022,Tombstone,RDS,282,5077,660,1979,13.0%,39.0%," 12,386,476 "," 10,764,655 ","-1,621,821 ",-0.13 ,91
1023,Onion Powder,RDF,69,983,135,412,13.7%,41.9%," 901,725 "," 783,655 ","-118,070 ",-0.13 ,0
1024,Oaklynn Tidesong,LTS,85,1156,162,479,14.0%,41.4%," 1,587,463 "," 1,379,555 ","-207,908 ",-0.13 ,0
1025,Optimus,RDF,28,358,39,131,10.9%,36.6%," 480,265 "," 417,226 ","-63,039 ",-0.13 ,1
1026,Earl of Greenfield,LDF,21,272,26,100,9.6%,36.8%," 312,340 "," 271,330 ","-41,010 ",-0.13 ,0
1027,Terra Incognita,RTF,6,47,11,18,23.4%,38.3%," 42,620 "," 37,011 ","-5,609 ",-0.13 ,0
1028,Nova Necronite,RDF,12,114,16,44,14.0%,38.6%," 103,685 "," 90,016 ","-13,669 ",-0.13 ,0
1029,Stylish Stud #5494,#N/A,10,300,46,133,15.3%,44.3%," 402,167 "," 349,118 ","-53,048 ",-0.13 ,0
1030,Vitesse,RTS,11,81,11,43,13.6%,53.1%," 51,110 "," 44,363 ","-6,747 ",-0.13 ,0
1031,Dead Poet,LTS,74,485,44,151,9.1%,31.1%," 607,271 "," 526,876 ","-80,395 ",-0.13 ,4
1032,Magnu the Mohawk,RTF,7,209,25,75,12.0%,35.9%," 332,940 "," 288,763 ","-44,177 ",-0.13 ,0
1033,Market Max,RDF,81,894,122,363,13.6%,40.6%," 876,764 "," 760,262 ","-116,502 ",-0.13 ,0
1034,Kylian Mbappé,RTF,33,241,27,80,11.2%,33.2%," 380,675 "," 330,090 ","-50,585 ",-0.13 ,0
1035,Reizendorf ,RTF,22,623,97,239,15.6%,38.4%," 893,044 "," 774,206 ","-118,838 ",-0.13 ,0
1036,Algeria,LDS,8,207,32,104,15.5%,50.2%," 204,890 "," 177,568 ","-27,322 ",-0.13 ,0
1037,Flamboyant,RTF,38,828,104,354,12.6%,42.8%," 1,510,135 "," 1,308,706 ","-201,429 ",-0.13 ,10
1038,Flirting wth Destiny,RTS,7,209,33,102,15.8%,48.8%," 262,640 "," 227,539 ","-35,101 ",-0.13 ,0
1039,Rurik,LDF,19,137,15,46,10.9%,33.6%," 142,150 "," 123,138 ","-19,012 ",-0.13 ,0
1040,Midnight Gin,LTF,5,33,8,21,24.2%,63.6%," 21,815 "," 18,897 ","-2,918 ",-0.13 ,0
1041,Primitive,LDF,9,109,14,38,12.8%,34.9%," 109,055 "," 94,459 ","-14,596 ",-0.13 ,0
1042,Flying Haze,LDS,8,71,10,34,14.1%,47.9%," 31,830 "," 27,565 ","-4,265 ",-0.13 ,0
1043,Zevon Mail,LDF,9,126,19,58,15.1%,46.0%," 115,639 "," 100,080 ","-15,559 ",-0.13 ,0
1044,Nightman Cometh,RTS,18,209,37,106,17.7%,50.7%," 170,851 "," 147,847 ","-23,004 ",-0.13 ,0
1045,Monster,RTF,156,3507,451,1318,12.9%,37.6%," 10,120,272 "," 8,757,604 ","-1,362,668 ",-0.13 ,45
1046,Twitch,LTS,273,7332,1096,3107,14.9%,42.4%," 18,284,219 "," 15,819,704 ","-2,464,515 ",-0.13 ,104
1047,Mo's Hammer,LDF,49,892,123,335,13.8%,37.6%," 2,826,885 "," 2,445,818 ","-381,067 ",-0.13 ,19
1048,Ruggest Forester,RDF,16,478,70,182,14.6%,38.1%," 408,958 "," 353,802 ","-55,156 ",-0.13 ,0
1049,Cosmic Thunder,RDF,116,1556,124,510,8.0%,32.8%," 3,351,099 "," 2,899,106 ","-451,993 ",-0.13 ,25
